STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WDMV
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",5/29/2018,0,0,0,92,62,65,11.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",5/30/2018,0,0,0,72,60,70,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",5/31/2018,0.2,,,84,67,74,3.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/1/2018,0,,,89,55,56,9.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/2/2018,0,0,0,60,49,55,70.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/3/2018,0.22,0,0,63,54,62,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/4/2018,0,0,0,78,52,61,19.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/5/2018,0,0,0,81,54,55,14.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/6/2018,0,0,0,58,46,55,24.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/7/2018,0.05,,,74,54,64,3.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/8/2018,0,0,0,77,54,57,13
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/9/2018,2.8,0,0,69,53,57,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/10/2018,0.36,,,74,54,64,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/11/2018,0.18,0,0,65,55,58,6.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/12/2018,0.01,0,0,67,56,66,3.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/13/2018,0,0,0,78,62,73,1.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/14/2018,0,0,0,82,55,68,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/15/2018,0,0,0,81,57,73,1.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/16/2018,1.12,0,0,84,65,74,23
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/17/2018,0,0,0,91,74,82,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/18/2018,0,0,0,95,78,83,29.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/19/2018,0.59,0,0,95,60,65,26.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/20/2018,0.02,0,0,75,59,63,34.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/21/2018,0.08,0,0,72,59,63,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/22/2018,1.98,0,0,64,57,58,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/23/2018,0.3,0,0,64,57,63,34.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/24/2018,0,0,0,79,60,66,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/25/2018,0,0,0,75,58,65,13
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/26/2018,0,0,0,75,63,65,14.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/27/2018,2.04,0,0,80,62,70,6.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/28/2018,0,,,77,60,71,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/29/2018,0,,,83,64,78,3.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",6/30/2018,0,0,0,96,77,81,37.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/1/2018,0,0,0,97,78,81,37.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/2/2018,0.12,0,0,93,66,70,34.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/3/2018,0,0,0,82,58,69,1.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/4/2018,0,0,0,85,68,74,3.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/5/2018,0,,,93,73,78,11.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/6/2018,1.06,,,94,64,68,14.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/7/2018,0,0,0,75,55,62,28
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/8/2018,0,0,0,79,57,68,3.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/9/2018,0,0,0,83,61,73,6.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/10/2018,0,0,0,92,71,73,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/11/2018,0,0,0,84,64,70,14.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/12/2018,0,,,83,64,75,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/13/2018,0,,,87,70,75,28
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/14/2018,0.06,0,0,93,71,72,14.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/15/2018,0.1,0,0,80,68,73,1.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/16/2018,0,0,0,87,71,80,3.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/17/2018,1.07,0,0,90,64,71,3.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/18/2018,0,0,0,79,59,67,11.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/19/2018,0,,,78,58,68,3.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/20/2018,0,,,85,66,74,49.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/21/2018,0.13,0,0,82,67,67,24.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/22/2018,0.17,0,0,82,67,68,88.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/23/2018,0.05,0,0,75,65,68,55.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/24/2018,0,0,0,78,63,71,8.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/25/2018,0,0,0,82,64,71,3.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/26/2018,0,,,88,69,71,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/27/2018,0,,,81,60,64,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/28/2018,0,0,0,79,56,65,9.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/29/2018,0,0,0,81,57,66,3.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/30/2018,0,0,0,81,58,66,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",7/31/2018,0,0,0,81,63,70,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/1/2018,0,0,0,79,60,70,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/2/2018,0,,,88,69,72,16.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/3/2018,0.04,,,86,63,71,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/4/2018,0,0,0,81,65,75,6.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/5/2018,0.02,0,0,97,75,78,36
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/6/2018,0.05,0,0,95,67,70,29.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/7/2018,0.56,0,0,79,66,70,3.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/8/2018,0.65,0,0,82,66,72,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/9/2018,0,,,81,67,75,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/10/2018,0.08,,,91,71,75,11.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/11/2018,0,0,0,81,63,68,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/12/2018,0,0,0,88,64,70,1.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/13/2018,0,0,0,85,63,67,3.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/14/2018,0,0,0,87,65,72,9.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/15/2018,0,0,0,90,68,75,6.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/16/2018,0,0,0,86,67,73,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/17/2018,0.15,,,84,67,69,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/18/2018,0,0,0,83,68,72,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/19/2018,0,0,0,80,64,70,21.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/20/2018,0,0,0,84,69,73,8.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/21/2018,0.4,0,0,76,67,70,18
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/22/2018,0.19,0,0,77,55,63,47.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/23/2018,0,,,80,54,62,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/24/2018,0,,,82,60,68,16.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/25/2018,1,,,74,68,69,16.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/26/2018,0.01,,,87,66,71,156
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/27/2018,0,0,0,93,71,79,36
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/28/2018,0.46,0,0,93,67,69,60.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/29/2018,1.79,0,0,89,65,70,31.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/30/2018,0.01,,,75,57,65,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",8/31/2018,0,,,73,55,65,3.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/1/2018,0.13,0,0,83,64,73,29.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/2/2018,0.74,0,0,85,68,70,11.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/3/2018,1.08,,,90,69,70,19.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/4/2018,0.39,0,0,83,70,75,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/5/2018,0,0,0,92,75,79,21.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/6/2018,0.45,0,0,91,64,65,29.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/7/2018,0.06,,,69,63,68,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/8/2018,0,0,0,72,63,64,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/9/2018,0,0,0,70,58,60,11.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/10/2018,0,0,0,72,59,63,11.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/11/2018,0,0,0,72,53,60,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/12/2018,0,0,0,78,58,66,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/13/2018,0,0,0,80,54,60,5
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/14/2018,0,0,0,76,58,64,3.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/15/2018,0,0,0,83,58,65,0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/16/2018,0,0,0,80,65,70,1.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/17/2018,0,0,0,84,65,68,0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/18/2018,0,0,0,89,65,67,9.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/19/2018,0.03,0,0,72,64,67,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/20/2018,0.43,,0,75,63,70,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/21/2018,0.02,0,0,89,68,74,42.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/22/2018,0,0,0,75,52,56,42.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/23/2018,0,0,0,66,46,51,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/24/2018,0,0,0,70,50,63,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/25/2018,0.02,0,0,74,62,71,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/26/2018,0.12,0,0,82,49,51,19.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/27/2018,0,0,0,67,44,48,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/28/2018,0,0,0,70,48,57,11.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/29/2018,0.11,0,0,60,38,41,1.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",9/30/2018,0.09,0,0,62,41,55,3.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/1/2018,0.27,0,0,60,54,57,6.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/2/2018,1.09,0,0,66,57,58,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/3/2018,0.01,0,0,65,57,65,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/4/2018,0,0,0,86,53,58,55.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/5/2018,0.42,0,0,58,50,55,57.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/6/2018,0.96,0,0,65,54,64,9.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/7/2018,0.07,0,0,70,55,57,21.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/8/2018,0.39,0,0,67,56,67,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/9/2018,0,0,0,84,66,72,31.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/10/2018,0,0,0,85,69,71,47.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/11/2018,0.46,0,0,74,43,44,44.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/12/2018,0,0,0,51,35,39,24.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/13/2018,0,0,0,44,31,33,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/14/2018,0,0,0,54,33,38,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/15/2018,0.19,0,0,60,36,37,14.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/16/2018,0,0,0,48,33,38,16.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/17/2018,0,0,0,59,38,42,28
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/18/2018,0,0,0,51,29,34,18
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/19/2018,0,0,0,59,34,49,14.3
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/20/2018,0.06,0,0,54,43,45,24.9
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/21/2018,0,0,0,54,25,28,36
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/22/2018,0,0,0,50,28,37,16.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/23/2018,0,0,0,64,37,42,6.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/24/2018,0,0,0,53,34,38,11.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/25/2018,0,0,0,53,32,37,8.1
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/26/2018,0,0,0,55,36,47,6.8
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/27/2018,0,0,0,53,42,45,8.7
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/28/2018,0.11,0,0,54,40,48,11.2
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/29/2018,0.02,0,0,50,39,43,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/30/2018,0,0,0,55,43,50,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",10/31/2018,0.51,0,0,61,46,47,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/1/2018,0,0,0,59,45,49,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/2/2018,0,0,0,53,36,38,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/3/2018,0,0,0,51,30,32,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/4/2018,0.11,0,0,51,32,51,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/5/2018,0.43,0,0,52,43,46,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/6/2018,0.51,0,0,52,46,48,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/7/2018,0,0,0,48,35,36,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/8/2018,0,0,0,39,32,33,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/9/2018,0.1,0.6,1,41,31,32,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/10/2018,0,0,0,35,21,22,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/11/2018,0,0,0,35,22,32,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/12/2018,0,0,0,42,26,33,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/13/2018,0,0,0,35,18,21,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/14/2018,0,0,0,29,16,25,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/15/2018,0,0,0,35,24,35,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/16/2018,0.06,0,0,37,29,36,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/17/2018,0.05,0.5,0,40,31,32,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/18/2018,0.12,0,0,36,30,31,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/19/2018,0,0,0,38,23,26,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/20/2018,0,0,0,35,26,31,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/21/2018,0,0,0,38,29,33,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/22/2018,0.01,0.1,0,35,29,34,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/23/2018,0,0,0,39,34,39,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/24/2018,0.15,0,0,51,39,45,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/25/2018,0,0,0,48,38,39,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/26/2018,1.87,3.5,3,39,26,26,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/27/2018,0,0,3,27,22,23,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/28/2018,0,0,3,26,12,20,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/29/2018,0.06,1,4,30,19,30,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",11/30/2018,0,0,3,37,26,28,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/1/2018,0,0,2,43,27,37,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/2/2018,1.15,0,0,43,37,43,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/3/2018,0.13,0,0,44,32,34,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/4/2018,0,0,0,35,29,30,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/5/2018,0,0,0,31,25,26,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/6/2018,0,0,0,32,25,29,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/7/2018,0,0,0,30,13,18,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/8/2018,0,0,0,27,15,19,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/9/2018,0,0,0,32,15,17,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/10/2018,0,0,0,34,14,20,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/11/2018,0,0,0,37,19,27,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/12/2018,0,0,0,38,26,38,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/13/2018,0,0,0,44,21,25,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/14/2018,0.19,0,0,43,25,39,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/15/2018,0,0,0,42,25,38,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/16/2018,0,0,0,45,24,27,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/17/2018,0,0,0,48,27,33,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/18/2018,0,0,0,41,21,31,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/19/2018,0,0,0,45,31,38,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/20/2018,0.02,0,0,51,38,43,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/21/2018,0.11,0,0,46,34,34,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/22/2018,0,0,0,34,28,29,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/23/2018,0,0,0,35,29,30,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/24/2018,0,0,0,40,23,25,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/25/2018,0,0,0,34,23,33,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/26/2018,0,0,0,46,23,26,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/27/2018,0,0,0,49,26,40,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/28/2018,0.47,0,0,54,37,38,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/29/2018,0.11,0.1,0,38,26,27,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/30/2018,0.03,0.3,0,31,19,21,
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",12/31/2018,0.06,0,1,37,21,36,
